year	quarter	CR1	QR	ICR	ALR	ART	ITR	APTR	FATR	TATR	WCTR	FAGR	TAGR	PGR	ORGR	OPGR	ROA	FAPM	NARR	OPR	CPI	IVA.growth	GDP.growth	RMB.US.Spot.rate	shorterm.interest.rate	M2.growth
2010	1	1.074511	0.801309	1.844363	0.337928	1.11748	0.990645	1.191589	0.227757	0.113794	4.2441	-0.00664	-0.007304	-1.019171	0.047854	-0.978536	0.001989	0.003981	0.00301	-0.017508	1.93	20.03	11.9	6.83	4.86	24.66034388
2010	2	1.142815	0.835433	3.972717	0.332725	2.353093	1.964089	2.379875	0.534442	0.259983	6.848571	-0.046765	0.005462	5.904057	0.29931	-7.781159	0.015622	0.032114	0.02355	0.044019	2.5	16	10.3	6.82	4.86	20.27998732
2010	3	1.115732	0.839301	4.187621	0.343782	3.865576	3.483566	3.946423	0.958398	0.45197	13.200392	-0.070066	0.044006	0.036072	0.36594	-0.531944	0.029199	0.061915	0.044389	0.038483	2.8	13.53	9.6	6.77	4.86	18.60427965
2010	4	1.133893	0.820969	4.397403	0.366196	5.689637	4.525498	5.257238	1.30166	0.619925	16.891341	0.002687	0.100268	-0.17814	-0.060292	1.855294	0.039511	0.082962	0.061163	0.054938	3.17	13.3	9.8	6.65	5.183333	19.22971745
2011	1	1.19	0.823647	3.607434	0.390691	1.153773	0.981925	1.115433	0.314374	0.14075	2.632796	0.021781	0.055438	-0.123294	-0.158311	-0.445024	0.009033	0.020176	0.014541	0.062728	4.93	14.33	9.7	6.58	5.516667	16.55746923
2011	2	1.213088	0.834731	2.371	0.429772	2.5486	2.463164	2.79197	0.803913	0.34966	5.827974	0.041406	0.1363	-0.72713	0.582005	-1.100531	0.011063	0.025435	0.018439	0.021852	5.23	13.93	9.5	6.5	5.85	15.43661454
2011	3	1.230332	0.833652	1.866991	0.44075	3.928598	3.388573	4.169024	1.180057	0.499034	7.813048	0.001838	0.154628	-1.823894	-0.282787	1.939642	0.009032	0.021357	0.015208	0.010193	5.6	13.77	9.1	6.42	6.1	13.7584146
2011	4	1.041307	0.690192	1.411728	0.434375	5.365703	4.217184	5.069882	1.308876	0.586437	22.112513	0.10957	0.128942	0.404514	-0.446714	2.571348	0.006344	0.01416	0.010636	-0.006519	5.5	12.8	8.9	6.36	6.1	16.75804914
2012	1	0.996038	0.63925	-1.784134	0.462033	0.921407	0.62645	0.820887	0.219517	0.095138	14.370758	-0.023693	0.026479	4.200421	0.206453	0.573708	-0.013238	-0.030545	-0.023999	-0.137562	4.07	12	8.1	6.31	6.1	17.52529737
2012	2	0.829761	0.521411	-1.377394	0.48426	2.036854	1.394662	1.706262	0.50075	0.217334	-6.896219	0.009641	0.057726	-0.500483	0.31962	-0.262254	-0.019549	-0.045043	-0.036204	-0.103055	3.5	9.47	7.6	6.33	6.016667	17.945193
2012	3	0.815195	0.467326	-1.477758	0.484927	3.116823	2.047661	2.659291	0.725187	0.334716	-9.887421	0.11351	0.034951	0.856111	-0.080578	0.325205	-0.031991	-0.069311	-0.059252	-0.105731	2.93	9.1	7.4	6.35	5.6	19.07042865
2012	4	0.725446	0.458392	-4.391154	0.510687	4.646825	3.100653	3.787586	0.977891	0.462211	-8.175739	0.11777	-0.008846	2.906166	0.022595	2.609504	-0.081489	-0.172405	-0.154442	-0.179943	2.67	10	7.9	6.24	5.6	14.49413194
2013	1	0.717633	0.461354	0.186814	0.516529	0.993614	0.679948	0.761854	0.21302	0.104756	-0.778451	-0.033905	0.003712	-0.91744	-0.130263	-0.903244	-0.004039	-0.008213	-0.008304	-0.043527	2.36	9.6	7.7	6.22	5.6	15.57882161
2013	2	0.74587	0.45666	0.629124	0.524278	2.105234	1.38764	1.561972	0.471108	0.227046	-1.823442	-0.056436	0.02113	-1.099553	0.186221	-0.919874	-0.003606	-0.007481	-0.007473	-0.021505	2.4	9.13	7.5	6.15	5.6	15.26833409
2013	3	0.708119	0.459914	0.94264	0.554354	3.563553	2.368714	2.415877	0.779522	0.361746	-2.618171	-0.084754	0.068411	5.905695	0.162106	16.530222	-0.000833	-0.001796	-0.001785	-0.03034	2.48	10.1	7.8	6.13	5.6	14.46348577
2013	4	0.750828	0.485127	1.319448	0.535269	4.617088	3.130383	3.474356	1.012075	0.506289	-4.018851	0.034349	0.038105	1.331955	-0.019765	0.031408	0.00552	0.011035	0.011578	-0.034828	2.62	10	7.7	6.09	5.6	14.03099259
2014	1	0.985837	0.662484	2.107659	0.45694	0.907896	0.599872	0.693186	0.212699	0.102092	-1.635623	-0.002049	0.078595	-0.286393	-0.223307	-1.226774	0.004291	0.008939	0.00849	0.013625	2.33	8.7	7.4	6.1	5.6	12.865347
2014	2	0.914917	0.606794	1.841368	0.445424	1.843223	1.325802	1.514186	0.45577	0.220135	-2.823574	-0.007964	0.059524	-0.583207	0.136454	-0.685852	0.006135	0.012703	0.012008	0.008381	2.22	8.9	7.5	6.23	5.6	13.79200024
2014	3	0.854178	0.530194	1.364732	0.455565	2.682795	1.831353	2.148056	0.697662	0.317411	-3.483709	-0.082119	0.10503	-1.966285	-0.109386	-9.899786	0.004296	0.009443	0.008481	-0.006412	2.21	7.97	7.3	6.17	5.6	12.62835459
2014	4	0.855051	0.550068	1.321575	0.468011	3.805617	2.564061	3.060022	0.939906	0.433596	-4.73719	-0.030345	0.132077	-1.353775	0.193284	3.942176	0.004838	0.010487	0.009667	-0.047852	2.04	7.6	7.3	6.15	5.6	11.6766024
2015	1	2.422369	2.110641	2.046287	0.276216	0.911456	0.573996	0.770848	0.237347	0.074674	0.360516	-0.025952	0.683668	6.034842	-0.114838	-1.031861	0.002942	0.009352	0.004511	0.005611	1.02	6.27	7	6.24	5.516667	10.52284864
2015	2	3.057385	2.530185	2.727037	0.201705	1.791368	1.257726	1.360949	0.536044	0.175437	0.868759	-0.063579	0.530657	-0.163255	0.215437	-3.728239	0.005731	0.017512	0.008269	-0.004377	1.27	6.27	7	6.2	5.1	10.13337373
2015	3	3.603479	3.031192	101.093875	0.175261	2.563491	2.102703	2.801873	0.807159	0.283541	1.299609	0.050838	0.497058	2.864566	0.084063	-8.969659	0.016034	0.045645	0.022663	0.031786	1.39	5.93	6.9	6.3	4.683333	13.24902758
2015	4	3.392211	2.705247	-8.658921	0.195152	4.048221	2.502203	3.482471	1.010123	0.364522	1.882569	0.129399	0.523841	-0.547192	-0.197201	-1.009513	0.020445	0.056656	0.029345	0.024209	1.43	5.9	6.8	6.4	4.35	13.50407781
