Date,Open,High,Low,Close,Volume,Adj Close
2012-01-06,12407.75,12457.78,12305.20,12359.92,3656830000,12359.92
2012-01-05,12417.06,12435.98,12283.90,12415.70,4315950000,12415.70
2012-01-04,12392.39,12474.88,12291.35,12418.42,3592580000,12418.42
2012-01-03,12221.19,12534.26,12221.19,12397.38,3943710000,12397.38
2011-12-30,12286.28,12313.30,12190.20,12217.56,2271850000,12217.56
2011-12-29,12152.32,12302.40,12152.32,12287.04,2278130000,12287.04
2011-12-28,12288.85,12312.62,12126.70,12151.41,2349980000,12151.41
2011-12-27,12293.47,12357.38,12241.55,12291.35,2130590000,12291.35
2011-12-23,12169.88,12310.16,12151.72,12294.00,2233830000,12294.00
2011-12-22,12107.59,12225.70,12065.74,12169.65,3492250000,12169.65
2011-12-21,12103.28,12180.55,11963.76,12107.74,3582780000,12107.74
2011-12-20,11769.14,12131.81,11769.14,12103.58,4055590000,12103.58
2011-12-19,11866.62,11961.71,11728.46,11766.26,3659820000,11766.26
2011-12-16,11870.17,12018.55,11791.31,11866.39,5345800000,11866.39
2011-12-15,11825.37,12001.71,11815.11,11868.81,3810340000,11868.81
2011-12-14,11949.79,11984.15,11753.77,11823.48,4298290000,11823.48
2011-12-13,12018.66,12187.10,11894.96,11954.94,4121570000,11954.94
2011-12-12,12181.08,12181.08,11914.98,12021.39,3600570000,12021.39
2011-12-09,11995.88,12230.65,11995.88,12184.26,3830610000,12184.26
2011-12-08,12195.91,12212.26,11963.11,11997.70,4298370000,11997.70
2011-12-07,12144.41,12266.30,12024.19,12196.37,4160540000,12196.37
2011-12-06,12097.75,12232.02,12046.93,12150.13,3734230000,12150.13
2011-12-05,12021.46,12234.51,12020.78,12097.83,4148060000,12097.83
2011-12-02,12022.37,12191.60,11972.12,12019.42,4144310000,12019.42
2011-12-01,12046.21,12122.58,11916.38,12020.03,3818680000,12020.03
2011-11-30,11559.64,12067.40,11559.64,12045.68,5801910000,12045.68
2011-11-29,11523.54,11667.23,11478.32,11555.63,3992650000,11555.63
2011-11-28,11232.47,11599.76,11232.47,11523.01,3920750000,11523.01
2011-11-25,11252.11,11381.07,11192.81,11231.78,1664200000,11231.78
2011-11-23,11492.67,11436.43,11242.76,11257.55,3798940000,11257.55
2011-11-22,11542.24,11612.47,11402.87,11493.72,3911710000,11493.72
2011-11-21,11795.55,11693.38,11434.54,11547.31,4050070000,11547.31
2011-11-18,11769.36,11891.97,11707.34,11796.16,3827610000,11796.16
2011-11-17,11905.67,11975.90,11659.43,11770.73,4596450000,11770.73
2011-11-16,12084.74,12122.01,11872.75,11905.59,4085010000,11905.59
2011-11-15,12077.85,12206.02,11959.78,12096.16,3599300000,12096.16
2011-11-14,12153.00,12192.66,12013.06,12078.98,3219680000,12078.98
2011-11-11,11897.65,12212.07,11897.65,12153.68,3329830000,12153.68
2011-11-10,11779.96,11984.11,11776.63,11893.79,4002760000,11893.79
2011-11-09,12166.32,12166.32,11726.88,11780.94,4659740000,11780.94
2011-11-08,12055.52,12203.48,11982.53,12170.18,3908490000,12170.18
2011-11-07,11982.94,12105.51,11866.73,12068.39,3429740000,12068.39
2011-11-04,12043.41,12043.41,11833.43,11983.24,3830650000,11983.24
2011-11-03,11835.59,12078.42,11828.43,12044.47,4849140000,12044.47
2011-11-02,11658.56,11911.95,11658.56,11836.04,4110530000,11836.04
2011-11-01,11951.61,11951.61,11562.60,11657.96,5645540000,11657.96
2011-10-31,12229.22,12229.29,11943.40,11955.01,4310210000,11955.01
2011-10-28,12207.42,12303.16,12096.66,12231.11,4536690000,12231.11
2011-10-27,11872.14,12299.03,11872.14,12208.55,6367610000,12208.55
2011-10-26,11707.83,11937.23,11676.50,11869.04,4873530000,11869.04
2011-10-25,11912.71,11925.84,11664.09,11706.62,4473970000,11706.62
2011-10-24,11807.96,11985.36,11775.00,11913.62,4309380000,11913.62
2011-10-21,11543.22,11841.04,11620.61,11808.79,4980770000,11808.79
2011-10-20,11502.13,11623.29,11378.16,11541.78,4870290000,11541.78
2011-10-19,11577.62,11696.14,11427.96,11504.62,4846390000,11504.62
2011-10-18,11396.17,11665.45,11396.17,11577.05,4840170000,11577.05
2011-10-17,11643.35,11643.35,11366.73,11397.00,4300700000,11397.00
2011-10-14,11479.04,11681.57,11479.04,11644.49,4116690000,11644.49
2011-10-13,11518.09,11545.26,11338.80,11478.13,4436270000,11478.13
2011-10-12,11417.28,11647.40,11417.28,11518.85,5355360000,11518.85
2011-10-11,11432.57,11491.45,11312.69,11416.30,4424500000,11416.30
2011-10-10,11104.64,11448.50,11104.64,11433.18,4446800000,11433.18
2011-10-07,11123.41,11282.68,11025.93,11103.12,5580380000,11103.12
2011-10-06,10940.03,11147.02,10834.07,11123.33,5098330000,11123.33
2011-10-05,10800.39,10987.82,10682.55,10939.95,2510620000,10939.95
2011-10-04,10650.31,10832.93,10362.26,10808.71,3714670000,10808.71
2011-10-03,10912.02,11008.06,10640.55,10655.30,5670340000,10655.30
