Date,Open,High,Low,Close,Volume,Adj Close
1998-07-17,16732.07,16732.07,16569.78,16570.78,0,16570.78,
1998-07-16,16605.24,16756.89,16498.25,16731.92,0,16731.92,
1998-07-15,16599.55,16614.14,16435.46,16614.14,0,16614.14,
1998-07-14,16379.92,16489.41,16331.37,16488.91,0,16488.91,
1998-07-13,15993.16,16360.39,15804.35,16360.39,0,16360.39,
1998-07-10,16464.79,16531.47,16066.03,16090.06,0,16090.06,
1998-07-09,16492.51,16492.51,16370.08,16446.95,0,16446.95,
1998-07-08,16528.12,16635.86,16497.3,16530.97,0,16530.97,
1998-07-07,16354.35,16531.22,16354.35,16416.28,0,16416.28,
1998-07-06,16433.67,16488.51,16350.45,16350.45,0,16350.45,
1998-07-03,16354.6,16625.42,16289.66,16511.24,0,16511.24,
1998-07-02,16433.47,16743.36,16432.62,16471.58,0,16471.58,
1998-07-01,15852.1,16362.89,15739.76,16362.89,0,16362.89,
1998-06-30,15471.43,15830.47,15462.24,15830.27,0,15830.27,
1998-06-29,15254.8,15424.53,15230.77,15365.73,0,15365.73,
1998-06-26,15123.03,15233.97,14977.67,15210.04,0,15210.04,
1998-06-25,15161.04,15205.04,15075.37,15132.22,0,15132.22,
1998-06-24,15129.02,15210.49,15000.15,15123.18,0,15123.18,
1998-06-23,15320.48,15320.48,15054.6,15054.6,0,15054.6,
1998-06-22,15285.01,15413.79,15246.25,15309.09,0,15309.09,
1998-06-19,15312.29,15351.45,15194.01,15267.98,0,15267.98,
1998-06-18,14825.17,15398.2,14825.17,15361.54,0,15361.54,
1998-06-17,14790.81,14899.85,14673.28,14715.38,0,14715.38,
1998-06-16,14743.21,14917.58,14614.74,14720.38,0,14720.38,
1998-06-15,14964.34,14964.34,14789.31,14825.17,0,14825.17,
1998-06-12,14978.32,15060.69,14784.52,15022.33,0,15022.33,
1998-06-11,15285.01,15285.01,15002.55,15014.04,0,15014.04,
1998-06-10,15520.38,15520.38,15298.8,15339.26,0,15339.26,
1998-06-09,15320.33,15530.17,15316.43,15530.17,0,15530.17,
1998-06-08,15283.52,15357.89,15254,15294.71,0,15294.71,
1998-06-05,15436.41,15440.86,15276.02,15323.43,0,15323.43,
1998-06-04,15314.24,15522.78,15292.91,15426.47,0,15426.47,
1998-06-03,15525.62,15525.62,15256.09,15347,0,15347,
1998-06-02,15404.15,15554.45,15353.2,15554.45,0,15554.45,
1998-06-01,15670.73,15702.05,15321.03,15321.03,0,15321.03,
1998-05-29,15740.41,15790.31,15604.7,15670.78,0,15670.78,
1998-05-28,15639.01,15891.71,15639.01,15796.55,0,15796.55,
1998-05-27,15824.53,15824.53,15549.9,15664.29,0,15664.29,
1998-05-26,15792.36,15942.16,15788.91,15884.82,0,15884.82,
1998-05-25,15784.42,15812.54,15733.12,15783.12,0,15783.12,
1998-05-22,15892.61,15915.23,15736.16,15801.65,0,15801.65,
1998-05-21,15695.25,15972.88,15695.25,15845.25,0,15845.25,
1998-05-20,15578.87,15788.01,15578.87,15652.95,0,15652.95,
1998-05-19,15397.95,15582.87,15309.19,15551.65,0,15551.65,
1998-05-18,15277.17,15405,15069.68,15384.47,0,15384.47,
1998-05-15,15270.63,15412.84,15213.29,15242.86,0,15242.86,
1998-05-14,15322.83,15448.45,15294.51,15307.69,0,15307.69,
1998-05-13,15281.77,15343.81,15162.89,15343.81,0,15343.81,
1998-05-12,15441.71,15446.2,15306.92,15322.48,0,15322.48,
1998-05-11,15213.34,15433.87,15213.34,15381.9,0,15381.9,
1998-05-08,15105.77,15209.81,15096.72,15149,0,15149,
1998-05-07,15187.79,15244.1,15020.05,15143.03,0,15143.03,
1998-05-06,15536.96,15536.96,15129.07,15243.84,0,15243.84,
1998-05-01,15656.14,15665.78,15463.6,15601.1,0,15601.1,
1998-04-30,15493.42,15647.65,15483.18,15641.26,0,15641.26,
1998-04-28,15526.47,15625.37,15334.47,15395.43,0,15395.43,
1998-04-27,15969,15969,15645,15650,0,15650,
1998-04-24,15836,16201,15834,16011,0,16011,
1998-04-23,15753,15906,15651,15762,0,15762,
1998-04-22,15832,15832,15601,15762,0,15762,
1998-04-21,15784,15927,15583,15826,0,15826,
1998-04-20,15706,15730,15599,15697,0,15697,
1998-04-17,15839,15854,15465,15704,0,15704,
1998-04-16,16372,16417,15875,15884,0,15884,
1998-04-15,16322,16404,16292,16299,0,16299,
1998-04-14,16309,16414,16188,16277,0,16277,
1998-04-13,16374,16401,16277,16318,0,16318,
1998-04-10,16500,16520,16266,16481,0,16481,
1998-04-09,16433,16624,16271,16537,0,16537,
1998-04-08,15988,16475,15962,16377,0,16377,
1998-04-07,15667,15979,15602,15979,0,15979,
1998-04-06,15568,15768,15488,15706,0,15706,
1998-04-03,15747,15955,15465,15518,0,15518,
1998-04-02,16215,16215,15634,15703,0,15703,
1998-04-01,16433,16441,16148,16242,0,16242,
1998-03-31,16295,16585,16178,16527,0,16527,
1998-03-30,16840,17010,16239,16263,0,16263,
1998-03-27,16974,17076,16737,16739,0,16739,
1998-03-26,16685,17112,16669,16981,0,16981,
1998-03-25,16659,16939,16575,16658,0,16658,
1998-03-24,16769,16769,16551,16606,0,16606,
1998-03-23,16884,17046,16764,16869,0,16869,
1998-03-20,16615,16879,16470,16830,0,16830,
1998-03-19,16612,16769,16560,16679,0,16679,
1998-03-18,17012,17022,16500,16620,0,16620,
1998-03-17,16893,17062,16844,16997,0,16997,
1998-03-16,17063,17063,16792,16861,0,16861,
1998-03-13,16564,17129,16555,17060,0,17060,
1998-03-12,16750,16750,16575,16575,0,16575,
1998-03-11,16949,16949,16746,16756,0,16756,
1998-03-10,17000,17063,16901,16983,0,16983,
1998-03-09,17205,17352,16976,16977,0,16977,
1998-03-06,16864,17191,16864,17132,0,17132,
1998-03-05,17011,17011,16845,16849,0,16849,
1998-03-04,17124,17213,17026,17096,0,17096,
1998-03-03,17237,17326,17063,17168,0,17168,
1998-03-02,16901,17276,16901,17264,0,17264,
1998-02-27,16561,16832,16561,16832,0,16832,
1998-02-26,16369,16549,16278,16502,0,16502,
1998-02-25,16156,16361,15932,16361,0,16361,
1998-02-24,16634,16634,16167,16198,0,16198,
1998-02-23,16717,16717,16610,16610,0,16610,
1998-02-20,16628,16799,16502,16756,0,16756,
1998-02-19,16582,16866,16548,16616,0,16616,
1998-02-18,16787,16854,16593,16614,0,16614,
1998-02-17,16738,16791,16588,16791,0,16791,
1998-02-16,16750,16776,16589,16776,0,16776,
1998-02-13,17161,17161,16711,16791,0,16791,
1998-02-12,17247,17252,17069,17175,0,17175,
1998-02-10,17215,17256,17162,17205,0,17205,
1998-02-09,17102,17224,17053,17205,0,17205,
1998-02-06,17022,17134,16981,17040,0,17040,
1998-02-05,16803,17051,16771,17003,0,17003,
1998-02-04,17050,17074,16796,16883,0,16883,
1998-02-03,16904,17144,16904,17023,0,17023,
1998-02-02,16685,16909,16641,16777,0,16777,
1998-01-30,17011,17011,16628,16628,0,16628,
1998-01-29,17045,17107,16926,17015,0,17015,
1998-01-28,17061,17259,16974,16974,0,16974,
1998-01-27,17101,17158,16908,16982,0,16982,
1998-01-26,16835,17353,16835,17073,0,17073,
1998-01-23,16402,16797,16402,16789,0,16789,
1998-01-22,16624,16712,16397,16406,0,16406,
1998-01-21,16459,16752,16459,16684,0,16684,
1998-01-20,16220,16430,16077,16367,0,16367,
1998-01-19,16155,16461,16155,16262,0,16262,
1998-01-16,15193,16063,15193,16046,0,16046,
1998-01-14,14866,15149,14866,15122,0,15122,
1998-01-13,14758,14901,14546,14756,0,14756,
1998-01-12,14877,14909,14629,14664,0,14664,
1998-01-09,14941,15066,14724,14995,0,14995,
1998-01-08,15061,15608,15019,15019,0,15019,
1998-01-07,14898,15038,14848,15028,0,15028,
1998-01-06,15008,15067,14714,14896,0,14896,
1998-01-05,15269,15307,14957,14957,0,14957,
1997-12-30,14838,15259,14838,15259,0,15259,
1997-12-29,14830,14853,14582,14775,0,14775,
1997-12-26,15312,15364,14779,14803,0,14803,
1997-12-25,14940,15730,14940,15300,0,15300,
1997-12-24,14792,15013,14682,14925,0,14925,
1997-12-22,15280,15280,14569,14799,0,14799,
1997-12-19,16105,16105,15171,15315,0,15315,
1997-12-18,16456,16456,16100,16162,0,16162,
1997-12-17,16014,16817,15795,16541,0,16541,
1997-12-16,15954,16130,15803,15985,0,15985,
1997-12-15,15866,15909,15643,15909,0,15909,
1997-12-12,16050,16153,15738,15904,0,15904,
1997-12-11,16397,16397,16025,16050,0,16050,
1997-12-10,16676,16676,16409,16478,0,16478,
1997-12-09,16185,16687,16185,16687,0,16687,
1997-12-08,16439,16516,16110,16132,0,16132,
1997-12-05,16351,16597,16348,16424,0,16424,
1997-12-04,16567,16589,16249,16307,0,16307,
1997-12-03,16861,16861,16583,16586,0,16586,
1997-12-02,17010,17074,16848,16910,0,16910,
1997-12-01,16594,17118,16486,17008,0,17008,
1997-11-28,16648,16785,16591,16633,0,16633,
1997-11-27,16117,16630,16117,16603,0,16603,
1997-11-26,15926,16379,15926,16046,0,16046,
1997-11-25,16608,16608,15774,15868,0,15868,
1997-11-21,16420,16809,16420,16722,0,16722,
1997-11-20,15875,16545,15831,16308,0,16308,
1997-11-19,16600,16600,15746,15842,0,15842,
1997-11-18,16242,17006,16090,16727,0,16727,
1997-11-17,15154,16283,15154,16283,0,16283,
1997-11-14,15355,15372,14966,15083,0,15083,
1997-11-13,15355,15603,15083,15427,0,15427,
1997-11-12,15820,15864,15359,15434,0,15434,
1997-11-11,15720,15867,15648,15867,0,15867,
1997-11-10,15722,15912,15565,15697,0,15697,
1997-11-07,16464,16464,15824,15836,0,15836,
1997-11-06,16466,16634,16422,16534,0,16534,
1997-11-05,16519,16525,16290,16448,0,16448,
1997-11-04,16494,16641,16400,16500,0,16500,
1997-10-31,16254,16635,16082,16459,0,16459,
1997-10-30,16828,16828,16302,16365,0,16365,
1997-10-29,16386,16920,16386,16857,0,16857,
1997-10-28,17019,17019,16218,16313,0,16313,
1997-10-27,17262,17262,16906,17039,0,17039,
1997-10-24,17040,17494,16864,17364,0,17364,
1997-10-23,17647,17647,17152,17152,0,17152,
1997-10-22,17267,17694,17267,17688,0,17688,
1997-10-21,17369,17555,17210,17210,0,17210,
1997-10-20,17391,17455,17231,17295,0,17295,
1997-10-17,17591,17591,17384,17478,0,17478,
1997-10-16,17335,17764,17184,17707,0,17707,
1997-10-15,17342,17427,17186,17331,0,17331,
1997-10-14,17220,17419,16968,17306,0,17306,
1997-10-13,17318,17318,17152,17205,0,17205,
1997-10-09,17624,17628,17331,17377,0,17377,
1997-10-08,17531,17718,17531,17619,0,17619,
1997-10-07,17843,17890,17479,17511,0,17511,
1997-10-06,17646,17854,17636,17825,0,17825,
1997-10-03,17468,17686,17402,17647,0,17647,
1997-10-02,17876,17876,17415,17455,0,17455,
1997-10-01,17820,17937,17522,17842,0,17842,
1997-09-30,18023,18054,17850,17888,0,17888,
1997-09-29,17992,17992,17681,17987,0,17987,
1997-09-26,18308,18354,17933,17995,0,17995,
1997-09-25,18370,18440,18184,18342,0,18342,
1997-09-24,18251,18420,18139,18420,0,18420,
1997-09-22,18077,18304,17960,18201,0,18201,
1997-09-19,17937,18076,17763,18058,0,18058,
1997-09-18,17682,17982,17661,17930,0,17930,
1997-09-17,18032,18176,17564,17683,0,17683,
1997-09-16,18005,18037,17873,17975,0,17975,
1997-09-12,18216,18216,17803,17966,0,17966,
1997-09-11,18626,18626,18189,18282,0,18282,
1997-09-10,18649,18724,18575,18705,0,18705,
1997-09-09,18637,18733,18514,18696,0,18696,
1997-09-08,18661,18775,18634,18634,0,18634,
1997-09-05,18577,18671,18455,18650,0,18650,
1997-09-04,18706,18713,18573,18615,0,18615,
1997-09-03,18349,18749,18349,18735,0,18735,
1997-09-02,18027,18245,17968,18233,0,18233,
1997-09-01,18215,18271,17885,17974,0,17974,
1997-08-29,18329,18329,17974,18229,0,18229,
1997-08-28,18473,18586,18386,18451,0,18451,
1997-08-27,18755,18755,18432,18442,0,18442,
1997-08-26,18666,18867,18538,18815,0,18815,
1997-08-25,18683,18741,18550,18656,0,18656,
1997-08-22,19074,19074,18576,18650,0,18650,
1997-08-21,19320,19394,19125,19157,0,19157,
1997-08-20,18953,19252,18906,19252,0,19252,
1997-08-19,19122,19246,18803,18961,0,18961,
1997-08-18,19213,19213,18835,19041,0,19041,
1997-08-15,19313,19466,19313,19326,0,19326,
1997-08-14,19056,19269,18989,19222,0,19222,
1997-08-13,19041,19154,18802,19009,0,19009,
1997-08-12,18946,19257,18917,19099,0,19099,
1997-08-11,19462,19462,18824,18824,0,18824,
1997-08-08,19395,19642,19256,19604,0,19604,
1997-08-07,19719,19772,19366,19476,0,19476,
1997-08-06,19537,19704,19233,19702,0,19702,
1997-08-05,19645,19768,19362,19514,0,19514,
1997-08-04,19839,19930,19457,19668,0,19668,
1997-08-01,20345,20399,19798,19804,0,19804,
1997-07-31,20241,20333,20041,20331,0,20331,
1997-07-30,20414,20419,20171,20213,0,20213,
1997-07-29,20628,20699,20403,20403,0,20403,
1997-07-28,20420,20601,20420,20575,0,20575,
1997-07-25,20330,20390,20304,20390,0,20390,
1997-07-24,20164,20290,20164,20286,0,20286,
1997-07-23,20244,20324,19999,20131,0,20131,
1997-07-22,20247,20280,20056,20157,0,20157,
1997-07-18,20444,20545,20248,20249,0,20249,
1997-07-17,20412,20585,20309,20519,0,20519,
1997-07-16,20139,20436,20139,20359,0,20359,
1997-07-15,20237,20243,20037,20069,0,20069,
1997-07-14,19909,20229,19909,20229,0,20229,
1997-07-11,19788,19893,19643,19875,0,19875,
1997-07-10,19710,19821,19609,19755,0,19755,
1997-07-09,19921,19964,19496,19697,0,19697,
1997-07-08,19732,19927,19732,19854,0,19854,
1997-07-07,19932,19932,19678,19705,0,19705,
1997-07-04,20123,20123,19907,19968,0,19968,
1997-07-03,20239,20252,20080,20121,0,20121,
1997-07-02,20204,20247,19976,20196,0,20196,
1997-07-01,20562,20562,20143,20176,0,20176,
1997-06-30,20586,20684,20493,20605,0,20605,
1997-06-27,20629,20743,20524,20524,0,20524,
1997-06-26,20715,20911,20625,20625,0,20625,
1997-06-25,20419,20736,20419,20679,0,20679,
1997-06-24,20383,20383,20215,20342,0,20342,
1997-06-23,20429,20462,20380,20436,0,20436,
1997-06-20,20536,20576,20357,20386,0,20386,
1997-06-19,20491,20591,20400,20508,0,20508,
1997-06-18,20598,20620,20429,20498,0,20498,
1997-06-17,20692,20721,20559,20594,0,20594,
1997-06-16,20595,20778,20549,20681,0,20681,
1997-06-13,20668,20815,20452,20528,0,20528,
1997-06-12,20340,20697,20340,20564,0,20564,
1997-06-11,20527,20634,20282,20290,0,20290,
1997-06-10,20228,20582,20228,20533,0,20533,
1997-06-09,20474,20519,20224,20224,0,20224,
1997-06-06,20474,20541,20363,20486,0,20486,
1997-06-05,20596,20606,20423,20488,0,20488,
1997-06-04,20592,20708,20512,20612,0,20612,
1997-06-03,20444,20672,20432,20563,0,20563,
1997-06-02,20084,20452,20041,20452,0,20452,
1997-05-30,20331,20390,20029,20069,0,20069,
1997-05-29,20367,20367,20125,20312,0,20312,
1997-05-28,19928,20352,19928,20351,0,20351,
1997-05-27,20068,20149,19848,19890,0,19890,
1997-05-26,20037,20155,19989,20044,0,20044,
1997-05-23,19932,20067,19907,20009,0,20009,
1997-05-22,19849,19939,19687,19877,0,19877,
1997-05-21,20322,20322,19764,19842,0,19842,
1997-05-20,20511,20612,20245,20333,0,20333,
1997-05-19,20290,20562,20206,20490,0,20490,
1997-05-16,20081,20348,20081,20325,0,20325,
1997-05-15,20162,20162,19855,20056,0,20056,
1997-05-14,20132,20210,20030,20210,0,20210,
1997-05-13,20207,20452,20120,20129,0,20129,
1997-05-12,19731,20148,19560,20144,0,20144,
1997-05-09,20097,20145,19757,19803,0,19803,
1997-05-08,19974,20107,19925,20062,0,20062,
1997-05-07,20147,20237,19952,20049,0,20049,
1997-05-06,19617,20223,19617,20181,0,20181,
1997-05-02,19244,19516,19188,19515,0,19515,
1997-05-01,19232,19588,19222,19275,0,19275,
1997-04-30,18764,19195,18764,19151,0,19151,
1997-04-28,18617,18684,18545,18670,0,18670,
1997-04-25,18648,18849,18571,18613,0,18613,
1997-04-24,18737,18983,18665,18698,0,18698,
1997-04-23,18618,18842,18618,18735,0,18735,
1997-04-22,18528,18732,18490,18544,0,18544,
1997-04-21,18400,18561,18400,18552,0,18552,
1997-04-18,18129,18370,18073,18352,0,18352,
1997-04-17,18016,18100,17970,18093,0,18093,
1997-04-16,17985,18094,17959,18031,0,18031,
1997-04-15,17712,18001,17712,17934,0,17934,
1997-04-14,17761,17827,17547,17692,0,17692,
1997-04-11,17493,17869,17448,17847,0,17847,
1997-04-10,17756,17934,17479,17486,0,17486,
1997-04-09,18007,18007,17703,17703,0,17703,
1997-04-08,17745,18035,17626,18022,0,18022,
1997-04-07,17902,17991,17664,17716,0,17716,
1997-04-04,18136,18136,17766,17861,0,17861,
1997-04-03,18022,18182,17973,18129,0,18129,
1997-04-02,17875,18048,17707,18037,0,18037,
1997-04-01,17935,17935,17529,17870,0,17870,
1997-03-31,18158,18205,17793,18003,0,18003,
1997-03-28,18184,18234,18058,18190,0,18190,
1997-03-27,18520,18594,18003,18210,0,18210,
1997-03-26,18461,18528,18189,18472,0,18472,
1997-03-25,18117,18549,18117,18440,0,18440,
1997-03-24,18683,18750,18044,18044,0,18044,
1997-03-21,18500,18634,18423,18633,0,18633,
1997-03-19,18490,18555,18379,18494,0,18494,
1997-03-18,18073,18445,18073,18445,0,18445,
1997-03-17,17962,18084,17864,18054,0,18054,
1997-03-14,17854,17940,17617,17924,0,17924,
1997-03-13,18144,18144,17900,17900,0,17900,
1997-03-12,18281,18326,18010,18183,0,18183,
1997-03-11,18130,18268,18089,18268,0,18268,
1997-03-10,18196,18196,17936,18114,0,18114,
1997-03-07,18001,18199,17837,18199,0,18199,
1997-03-06,18342,18435,17977,18041,0,18041,
1997-03-05,18618,18657,18208,18274,0,18274,
1997-03-04,18500,18689,18497,18565,0,18565,
1997-03-03,18517,18517,18346,18429,0,18429,
1997-02-28,19007,19007,18540,18557,0,18557,
1997-02-27,18936,19025,18855,19022,0,19022,
1997-02-26,19128,19217,18895,18991,0,18991,
1997-02-25,18854,19098,18776,19070,0,19070,
1997-02-24,19066,19229,18860,18897,0,18897,
1997-02-21,19031,19173,18965,19035,0,19035,
1997-02-20,18687,19101,18687,19052,0,19052,
1997-02-19,18483,18674,18329,18599,0,18599,
1997-02-18,18708,18728,18471,18471,0,18471,
1997-02-17,18731,18854,18654,18751,0,18751,
1997-02-14,18729,18881,18609,18722,0,18722,
1997-02-13,18505,18855,18505,18688,0,18688,
1997-02-12,18240,18521,18240,18410,0,18410,
1997-02-11,18158,18629,18158,18314,0,18314,
1997-02-10,17882,18268,17843,18181,0,18181,
1997-02-07,18072,18267,17792,17867,0,17867,
1997-02-06,18200,18257,17875,18038,0,18038,
1997-02-05,18303,18307,17901,18186,0,18186,
1997-02-04,18158,18629,18158,18314,0,18314,
1997-02-03,18308,18308,18077,18086,0,18086,
1997-01-31,17949,18610,17949,18330,0,18330,
1997-01-30,18305,18366,17782,17864,0,17864,
1997-01-29,17843,18335,17665,18335,0,18335,
1997-01-28,17301,17797,17195,17797,0,17797,
1997-01-27,17658,17665,17280,17335,0,17335,
1997-01-24,17894,17894,17541,17689,0,17689,
1997-01-23,17982,18129,17878,17909,0,17909,
1997-01-22,17441,18066,17441,18014,0,18014,
1997-01-21,17441,17572,17283,17358,0,17358,
1997-01-20,18104,18109,17237,17480,0,17480,
1997-01-17,18097,18447,17970,18090,0,18090,
1997-01-16,18126,18318,17971,18144,0,18144,
1997-01-14,18061,18182,17546,18093,0,18093,
1997-01-13,17338,18152,17020,18119,0,18119,
1997-01-10,18056,18058,17124,17304,0,17304,
1997-01-09,18632,18726,18072,18074,0,18074,
1997-01-08,18911,18998,18556,18680,0,18680,
1997-01-07,19444,19444,18896,18896,0,18896,
1997-01-06,19364,19501,19204,19446,0,19446,
1996-12-30,19391,19392,19109,19361,0,19361,
1996-12-27,19332,19424,19161,19369,0,19369,
1996-12-26,19543,19543,18820,19292,0,19292,
1996-12-25,19212,19556,19212,19549,0,19549,
1996-12-24,19698,19700,19162,19162,0,19162,
1996-12-20,19642,19823,19556,19690,0,19690,
1996-12-19,20070,20099,19560,19571,0,19571,
1996-12-18,20416,20416,20093,20093,0,20093,
1996-12-17,20370,20501,20231,20413,0,20413,
1996-12-16,20410,20472,20291,20422,0,20422,
1996-12-13,20452,20452,19952,20341,0,20341,
1996-12-12,20475,20504,20321,20501,0,20501,
1996-12-11,20756,20756,20467,20568,0,20568,
1996-12-10,20676,20854,20676,20822,0,20822,
1996-12-09,20397,20670,20397,20604,0,20604,
1996-12-06,20979,21002,20172,20277,0,20277,
1996-12-05,20672,20977,20669,20944,0,20944,
1996-12-04,20577,20677,20525,20660,0,20660,
1996-12-03,20682,20763,20479,20631,0,20631,
1996-12-02,21035,21068,20675,20675,0,20675,
1996-11-29,21014,21155,20978,21020,0,21020,
1996-11-28,21290,21290,21036,21036,0,21036,
1996-11-27,21398,21461,21259,21345,0,21345,
1996-11-26,21359,21460,21254,21418,0,21418,
1996-11-25,21276,21369,21197,21294,0,21294,
1996-11-22,21118,21216,21021,21216,0,21216,
1996-11-21,21169,21301,21105,21143,0,21143,
1996-11-20,20997,21218,20997,21190,0,21190,
1996-11-19,20792,20956,20733,20956,0,20956,
1996-11-18,20932,20940,20773,20796,0,20796,
1996-11-15,21058,21160,20920,20930,0,20930,
1996-11-14,21020,21084,20936,21031,0,21031,
1996-11-13,21201,21229,20923,20979,0,20979,
1996-11-12,21098,21251,21098,21206,0,21206,
1996-11-11,21153,21263,21033,21065,0,21065,
1996-11-08,20770,21227,20770,21201,0,21201,
1996-11-07,21064,21142,20757,20771,0,20771,
1996-11-06,20645,21095,20645,20992,0,20992,
1996-11-05,20655,20690,20494,20592,0,20592,
1996-11-01,20498,20695,20388,20633,0,20633,
1996-10-31,20676,20739,20450,20467,0,20467,
1996-10-30,20980,21001,20633,20682,0,20682,
1996-10-29,20920,21055,20920,20958,0,20958,
1996-10-28,20740,20904,20738,20885,0,20885,
1996-10-25,20943,20943,20700,20740,0,20740,
1996-10-24,21050,21115,20856,21003,0,21003,
1996-10-23,21046,21090,20791,21082,0,21082,
1996-10-22,21246,21246,21023,21124,0,21124,
1996-10-21,21607,21607,21300,21303,0,21303,
1996-10-18,21465,21789,21458,21612,0,21612,
1996-10-17,21403,21463,21330,21424,0,21424,
1996-10-16,21458,21478,21364,21397,0,21397,
1996-10-15,21095,21430,21095,21430,0,21430,
1996-10-14,20997,21058,20905,21029,0,21029,
1996-10-11,20891,21008,20806,20968,0,20968,
1996-10-09,20980,20983,20814,20871,0,20871,
1996-10-08,21100,21206,20969,21039,0,21039,
1996-10-07,21157,21161,21032,21161,0,21161,
1996-10-04,21267,21267,21060,21148,0,21148,
1996-10-03,21523,21548,21298,21332,0,21332,
1996-10-02,21469,21510,21413,21499,0,21499,
1996-10-01,21533,21564,21430,21463,0,21463,
1996-09-30,21538,21590,21494,21556,0,21556,
1996-09-27,21437,21604,21423,21547,0,21547,
1996-09-26,21369,21580,21369,21461,0,21461,
1996-09-25,21159,21351,21150,21351,0,21351,
1996-09-24,21105,21248,21041,21172,0,21172,
1996-09-20,21310,21310,21112,21112,0,21112,
1996-09-19,21109,21333,21023,21323,0,21323,
1996-09-18,21304,21312,21095,21157,0,21157,
1996-09-17,20929,21366,20929,21311,0,21311,
1996-09-13,20473,20924,20473,20843,0,20843,
1996-09-12,20514,20530,20375,20444,0,20444,
1996-09-11,20541,20580,20425,20571,0,20571,
1996-09-10,20269,20561,20269,20560,0,20560,
1996-09-09,20232,20373,20159,20202,0,20202,
1996-09-06,20367,20367,20123,20153,0,20153,
1996-09-05,20215,20487,20215,20380,0,20380,
1996-09-04,20218,20307,20066,20202,0,20202,
1996-09-03,20082,20290,19920,20198,0,20198,
1996-09-02,20187,20230,20082,20107,0,20107,
1996-08-30,20481,20481,20092,20167,0,20167,
1996-08-29,20687,20707,20504,20553,0,20553,
1996-08-28,20904,21040,20661,20710,0,20710,
1996-08-27,20862,21022,20828,20910,0,20910,
1996-08-26,21213,21213,20880,20884,0,20884,
1996-08-23,21378,21398,21188,21229,0,21229,
1996-08-22,21252,21386,21240,21363,0,21363,
1996-08-21,21215,21391,21215,21275,0,21275,
1996-08-20,21141,21163,20971,21127,0,21127,
1996-08-19,20848,21153,20848,21106,0,21106,
1996-08-16,20967,20967,20824,20834,0,20834,
1996-08-15,21008,21106,20913,20968,0,20968,
1996-08-14,20805,20981,20729,20981,0,20981,
1996-08-13,20653,20865,20643,20865,0,20865,
1996-08-12,20516,20667,20449,20667,0,20667,
1996-08-09,20735,20735,20492,20551,0,20551,
1996-08-08,20531,20772,20531,20731,0,20731,
1996-08-07,20717,20828,20453,20478,0,20478,
1996-08-06,20993,20993,20742,20745,0,20745,
1996-08-05,21020,21188,21020,21077,0,21077,
1996-08-02,21041,21149,20940,20940,0,20940,
1996-08-01,20665,21092,20525,20985,0,20985,
1996-07-31,20863,20863,20653,20693,0,20693,
1996-07-30,20907,20911,20790,20880,0,20880,
1996-07-29,21188,21285,20964,20968,0,20968,
1996-07-26,20938,21125,20877,21125,0,21125,
1996-07-25,20708,20979,20638,20884,0,20884,
1996-07-24,21114,21114,20628,20631,0,20631,
1996-07-23,20957,21164,20833,21164,0,21164,
1996-07-22,21476,21476,21006,21006,0,21006,
1996-07-19,21612,21702,21465,21476,0,21476,
1996-07-18,21432,21574,21428,21566,0,21566,
1996-07-17,21468,21567,21282,21413,0,21413,
1996-07-16,21637,21637,21363,21406,0,21406,
1996-07-15,21622,21753,21549,21753,0,21753,
1996-07-12,21807,21807,21558,21656,0,21656,
1996-07-11,21768,21900,21717,21893,0,21893,
1996-07-10,21955,22042,21758,21779,0,21779,
1996-07-09,21917,21977,21844,21920,0,21920,
1996-07-08,22148,22148,21802,21925,0,21925,
1996-07-05,22267,22374,22218,22232,0,22232,
1996-07-04,22354,22354,22204,22293,0,22293,
1996-07-03,22334,22390,22248,22379,0,22379,
1996-07-02,22467,22485,22270,22348,0,22348,
1996-07-01,22568,22600,22416,22456,0,22456,
1996-06-28,22545,22613,22461,22531,0,22531,
1996-06-27,22652,22657,22439,22502,0,22502,
1996-06-26,22590,22757,22573,22667,0,22667,
1996-06-25,22599,22659,22517,22597,0,22597,
1996-06-24,22566,22702,22504,22603,0,22603,
1996-06-21,22496,22599,22404,22531,0,22531,
1996-06-20,22361,22437,22133,22437,0,22437,
1996-06-19,22274,22504,22225,22367,0,22367,
1996-06-18,22306,22430,22264,22332,0,22332,
1996-06-17,22339,22519,22245,22245,0,22245,
1996-06-14,22127,22481,22127,22289,0,22289,
1996-06-13,22104,22205,22042,22082,0,22082,
1996-06-12,21883,22131,21883,22105,0,22105,
1996-06-11,21677,21863,21594,21818,0,21818,
1996-06-10,21730,21733,21641,21719,0,21719,
1996-06-07,21800,21800,21672,21752,0,21752,
1996-06-06,21912,22033,21804,21804,0,21804,
1996-06-05,21887,21986,21784,21881,0,21881,
1996-06-04,21641,21867,21641,21858,0,21858,
1996-06-03,21971,21972,21589,21589,0,21589,
1996-05-31,21905,22052,21887,21956,0,21956,
1996-05-30,21991,21991,21836,21886,0,21886,
1996-05-29,21953,22145,21877,22022,0,22022,
1996-05-28,21754,21993,21754,21945,0,21945,
1996-05-27,21840,21863,21557,21700,0,21700,
1996-05-24,21692,21805,21621,21798,0,21798,
1996-05-23,21934,22015,21632,21724,0,21724,
1996-05-22,22093,22196,21840,21958,0,21958,
1996-05-21,22001,22196,21893,22092,0,22092,
1996-05-20,21977,22311,21977,21979,0,21979,
