Returns
-5.672060593
-5.424484258
-5.023716605
11.99067338
0.62721236
3.370727098
3.740241792
3.216822854
-5.467048596
6.788580384
1.967670877
3.550664712
2.265360096
2.49632183
-2.524750063
1.227105404
-0.15745247
1.746707878
-2.103737854
-1.107595726
1.160461665
1.685304715
1.202587868
1.730035032
2.499393354
3.017650683
0.770402462
-3.981325903
5.362734504
2.655759611
5.198379198
-0.96741002
4.477867759
-3.735473851
3.05764594
3.316596162
4.886911228
0.729077558
4.235864937
-0.668841218
-5.231655377
1.066058735
0.760327157
2.934885521
1.902879583
1.896767205
-0.112200169
3.969764599
1.154875794
-1.612541749
2.262705268
5.214629654
2.250891401
-1.281460582
-5.016233991
-1.475091532
0.794916152
2.031693117
-3.26278035
-1.042862048
-14.13804326
-0.859331199
-1.810385105
5.703710053
0.701607011
-12.04292964
-1.0626619
2.250556205
-10.85333476
-15.17169044
-6.290452161
-1.010887426
-7.297368518
-9.133716783
3.530516554
11.97488127
3.225730247
-3.76056521
8.827640751
6.264621525
4.099311946
-5.014816391
1.776808429
6.749281647
-4.506199197
-0.517301207
6.883943026
-3.548379958
-7.784533221
-1.705682863
5.436296309
-3.939608655
6.373119816
3.167995796
-5.434879094
5.31500834
4.54107709
2.658092856
-2.800340339
2.81597035
-2.129428739
-0.642908199
-7.612279588
-11.57823199
-8.942878739
8.219976889
-2.834794113
0.140014079
4.524612132
4.669194062
-0.358910993
-5.871455961
-6.582846046
5.600766911
2.959072924
3.340202613
-1.122063833
1.937159482
3.635242565
2.026931634
2.486925866
0.314333438
0.251962503
2.823217396
2.310276804
-5.546789155
6.528743734
-1.559258269
5.195364082
3.541115061
-0.066740224
0.268760225
-2.939730244
5.734467341
-0.069892894
1.924327727
0.855673923
-2.179662173
-3.938842702
2.670571187
0.447690086
-3.736519042
3.860140216
-2.249702449
7.670200561
6.935604012
1.773425323
0.357064263
-0.631325366
-4.697780927
5.626510328
-8.695369977
-3.930411151
9.048857491
1.439842979
-6.349409568
-4.278720192
-1.595811464
0.959207723
0.987824705
1.46086678
-6.227290214
4.68428603
-0.108816979
0.277585365
1.773441659
1.389344265
5.798685138
-1.843437513
2.032065176
5.301753962
3.13074228
0.505810681
-3.008081674
