Returns
-1.651883261
0.796706535
-2.057434477
10.78594006
-0.73738604
5.495080262
2.885086611
0.813571621
-6.279441574
6.378050187
1.635131087
6.884727212
2.102150666
3.734367043
-3.223986757
1.215862298
-1.935177822
1.533820794
-1.910711572
-0.93271991
1.695644604
5.646301119
3.018156273
4.238700817
1.214340957
1.557336559
-1.367896452
-2.763229563
4.359371478
3.636353229
3.593724667
-1.407811418
7.953049613
-3.163192014
0.517182769
1.587600723
3.009136708
5.381168109
0.451533728
0.238434705
-5.001241845
1.713025221
2.287077418
2.811933429
6.245008282
6.235952905
0.36730033
2.154531677
3.004429879
-2.325377507
2.173157935
-1.453444062
6.397808233
-2.861227188
-0.090309982
-1.820835141
0.908453611
9.07295185
-1.598175358
-2.94526489
-14.43884707
-0.78496411
0.792366552
4.515611503
-1.68651885
-12.31454833
-0.643848062
-1.778384971
-5.849751267
-19.22842055
-2.823690309
3.137737325
-8.92376058
-10.73040213
2.713306082
15.28093589
3.903732869
4.84012193
11.42935645
4.447418832
3.1400461
-2.136585056
1.961002186
1.99566451
-9.401234903
-5.998394179
4.288539373
-3.346592312
-11.5576123
-0.316403368
13.24390645
-3.494841076
2.888499333
2.358481601
-17.12867469
5.900734
9.950359206
0.072480738
-3.545423954
3.008104781
-4.106522388
-1.226126202
-7.50134492
-9.605642127
-1.677202509
4.106114255
-6.295359107
1.593307284
-0.683489231
-0.441487231
-5.805940916
-13.70856343
-13.89251471
16.15546099
-5.678873603
10.06408316
3.484596769
1.490439562
1.341476325
2.794505613
2.619027798
-2.287959186
-4.355298845
6.407966646
-1.314298221
-7.861126029
9.412323477
-1.838330562
10.75971027
8.389456999
-0.901727939
0.989360985
0.057179134
1.969583299
2.535311315
2.278814924
3.531188235
1.103152197
-1.258156499
0.216796804
1.01385087
-3.189890499
3.345306277
-4.565819369
0.250593995
7.509226425
3.499605339
-0.835259356
-1.548082988
-3.825704223
4.113175367
-9.043471965
-7.512121772
7.931852967
0.748473643
-8.742716343
-8.006192808
-4.294567384
2.874121372
4.246865888
-0.20584686
-10.56946565
5.091313973
1.707354128
0.447025913
5.545859794
-5.58089691
8.304335965
-0.12396947
2.205935836
9.90162992
2.298033764
1.284114234
-3.218856217
