Date,Open,High,Low,Close,Volume,Adj Close
2012-01-23,595.88,598.55,593.20,595.89,3770910000,595.89
2012-01-20,594.93,595.97,592.59,595.95,3912620000,595.95
2012-01-19,592.52,595.39,592.45,594.93,4465890000,594.93
2012-01-18,586.23,592.55,585.13,592.52,4096160000,592.52
2012-01-17,584.84,590.36,584.84,586.26,4010490000,586.26
2012-01-13,586.66,586.66,579.02,584.28,3692370000,584.28
2012-01-12,586.02,587.96,583.15,587.00,4019890000,587.00
2012-01-11,585.87,586.65,582.69,586.02,3968120000,586.02
2012-01-10,582.03,588.43,582.03,585.89,4221960000,585.89
2012-01-09,580.53,582.49,579.37,581.88,3371600000,581.88
2012-01-06,582.30,582.75,578.60,580.53,3656830000,580.53
2012-01-05,581.29,583.38,576.08,582.36,4315950000,582.36
2012-01-04,580.56,581.87,576.77,581.29,3592580000,581.29
2012-01-03,570.79,582.75,570.79,580.56,3943710000,580.56
2011-12-30,573.01,573.65,570.69,570.79,2271850000,570.79
2011-12-29,566.99,573.37,566.99,573.15,2278130000,573.15
2011-12-28,573.53,573.82,566.46,566.96,2349980000,566.96
2011-12-27,573.96,575.81,572.79,573.51,2130590000,573.51
2011-12-23,568.57,574.05,568.57,574.00,2233830000,574.00
2011-12-22,564.15,569.01,564.15,568.53,3492250000,568.53
2011-12-21,563.13,564.68,558.00,564.09,3582780000,564.09
2011-12-20,547.54,563.90,547.54,563.13,4055590000,563.13
2011-12-19,553.61,555.54,546.10,547.54,3659820000,547.54
2011-12-16,551.87,558.31,551.64,553.61,5345800000,553.61
2011-12-15,550.35,556.70,550.35,551.87,3810340000,551.87
2011-12-14,556.38,556.38,549.01,550.35,4298290000,550.35
2011-12-13,560.26,566.33,553.59,556.38,4121570000,556.38
2011-12-12,568.17,568.17,556.00,560.01,3600570000,560.01
2011-12-09,559.17,569.59,559.17,568.17,3830610000,568.17
2011-12-08,570.31,570.31,557.77,559.17,4298370000,559.17
2011-12-07,568.43,573.10,563.20,570.31,4160540000,570.31
2011-12-06,567.40,571.93,565.91,568.43,3734230000,568.43
2011-12-05,561.85,571.36,561.85,567.40,4148060000,567.40
2011-12-02,561.49,568.19,561.49,561.85,4144310000,561.85
2011-12-01,561.96,563.41,558.63,561.13,3818680000,561.13
2011-11-30,539.24,561.98,539.24,561.96,5801910000,561.96
2011-11-29,537.19,542.63,537.14,538.95,3992650000,538.95
2011-11-28,522.27,539.15,522.27,537.21,3920750000,537.21
2011-11-25,524.03,529.14,522.27,522.27,1664200000,522.27
2011-11-23,535.22,535.22,524.03,524.03,3798940000,524.03
2011-11-22,537.24,538.98,532.65,535.36,3911710000,535.36
2011-11-21,547.80,547.80,533.20,537.24,4050070000,537.24
2011-11-18,548.06,551.33,546.04,547.80,3827610000,547.80
2011-11-17,556.07,557.24,544.82,548.07,4596450000,548.07
2011-11-16,565.30,566.25,555.56,556.18,4085010000,556.18
2011-11-15,562.69,568.32,559.89,565.30,3599300000,565.30
2011-11-14,567.79,567.79,560.38,562.72,3219680000,562.72
2011-11-11,557.69,569.28,557.69,567.79,3329830000,567.79
2011-11-10,553.05,560.65,552.52,557.71,4002760000,557.71
2011-11-09,572.04,572.04,551.68,553.05,4659740000,553.05
2011-11-08,566.21,573.84,564.26,573.03,3908490000,573.03
2011-11-07,561.98,566.45,557.14,566.21,3429740000,566.21
2011-11-04,566.10,566.10,556.52,561.97,3830650000,561.97
2011-11-03,556.21,567.25,555.48,566.31,4849140000,566.31
2011-11-02,548.47,557.91,548.47,556.05,4110530000,556.05
2011-11-01,563.37,563.37,546.79,547.90,5645540000,547.90
2011-10-31,577.22,577.22,563.31,563.37,4310210000,563.37
2011-10-28,577.15,578.25,573.87,577.38,4536690000,577.38
2011-10-27,560.31,580.67,560.31,577.30,6367610000,577.30
2011-10-26,553.72,560.98,550.19,559.44,4873530000,559.44
2011-10-25,564.24,564.24,552.88,553.95,4473970000,553.95
2011-10-24,558.47,565.43,558.47,564.24,4309380000,564.24
2011-10-21,549.83,559.14,549.83,558.47,4980770000,558.47
2011-10-20,547.48,551.78,542.23,549.83,4870290000,549.83
2011-10-19,553.28,556.04,545.73,547.38,4846390000,547.38
2011-10-18,543.98,558.19,540.51,554.59,4840170000,554.59
2011-10-17,554.39,554.39,543.04,544.10,4300700000,544.10
2011-10-14,545.01,554.65,545.01,554.60,4116690000,554.60
2011-10-13,546.68,546.68,539.85,544.92,4436270000,544.92
2011-10-12,541.31,552.27,541.31,546.63,5355360000,546.63
2011-10-11,540.96,543.12,537.76,541.31,4424500000,541.31
2011-10-10,523.36,540.90,523.36,540.88,4446800000,540.88
2011-10-07,526.84,529.87,521.21,523.36,5580380000,523.36
2011-10-06,518.26,527.05,514.16,526.73,5098330000,526.73
2011-10-05,509.88,519.13,505.95,518.27,2510620000,518.27
2011-10-04,500.09,510.63,488.67,509.88,3714670000,509.88
2011-10-03,513.35,516.82,499.96,500.09,5670340000,500.09
2011-09-30,525.69,525.69,513.32,513.37,4416790000,513.37
2011-09-29,521.34,531.91,516.80,525.69,5285740000,525.69
2011-09-28,529.82,534.57,520.18,520.51,4787920000,520.51
2011-09-27,525.09,538.76,525.09,529.82,5548130000,529.82
2011-09-26,512.76,525.43,511.12,524.74,4762830000,524.74
2011-09-23,509.19,514.69,505.68,512.53,5639930000,512.53
2011-09-22,526.34,526.34,502.64,509.56,6703140000,509.56
