CPI,EX.Vol,GDP,IP,IR,TS
3.4,0.609420753,-0.4913333,-3.625,5.24,1.53
2.7,0.594220027,-0.4913333,-6.953,5.19,1.38
2.4,0.592687825,-0.4913333,-4.795,5.15,1.42
1.9,0.60324357,-0.5836667,-4.621,5.13,1.46
1.7,0.589636001,-0.5836667,-2.65,5.09,1.51
1.7,0.579813407,-0.5836667,-3.191,5.07,1.49
1.7,0.600730225,-0.3743334,-3.936,5.04,1.35
1.3,0.587809845,-0.3743334,-2.509,5.03,1.21
1.6,0.577191097,-0.3743334,-2.901,5,1.68
1.4,0.57924092,-0.1173333,-2.703,4.96,1.77
1.3,0.578337065,-0.1173333,4.375,4.93,1.94
1,0.584298018,-0.1173333,1.874,4.89,1.97
0.9,0.573310627,0.4353333,5.505,4.86,1.88
1.1,0.57856988,0.4353333,6.458,4.82,1.78
1.4,0.64604088,0.4353333,5.961,4.8,1.82
0.2,0.624023516,0.5476667,5.567,4.78,2.06
0.2,0.605450266,0.5476667,6.25,4.76,1.91
0.2,0.590677801,0.5476667,7.509,4.74,1.83
0.1,0.580770014,0.7933334,8.098,4.71,1.63
0.4,0.570992118,0.7933334,4.862,4.69,1.36
0,0.563151368,0.7933334,6.069,4.66,1.2
0.5,0.558211722,1.141,5.967,4.63,1.14
0.6,0.55305442,1.141,-3.493,4.62,1.03
0.7,0.567460356,1.141,6.256,4.58,0.86
0.7,0.565607067,1.133333,2.957,4.55,0.75
0.6,0.562612316,1.133333,4.246,4.51,0.53
0.1,0.561965965,1.133333,5.238,4.5,0.33
0.1,0.556606273,1.730667,5.664,4.45,0.02
0.1,0.669942124,1.730667,5.408,4.42,0.07
0.2,0.640926117,1.730667,4.259,4.39,0.03
0.5,0.6611327,1.932667,5.054,4.33,-0.05
0.7,0.633543697,1.932667,5.545,4.29,0.29
0.8,0.643705151,1.932667,5.986,4.36,0.7
0.5,0.619275162,1.896,7.379,4.29,0.66
0.3,0.603839607,1.896,7.239,4.23,0.43
0.4,0.597886405,1.896,3.377,4.2,0.38
0.2,0.583550049,1.627,6.166,4.16,0.27
0.1,0.572449223,1.627,2.993,4.14,0.2
0.1,0.62009077,1.627,-0.645,4.12,0.2
0.6,0.620127403,1.180333,4.713,4.08,0.33
0.5,0.602965963,1.180333,2.52,4.07,0.18
0.3,0.603611624,1.180333,4.739,4.03,0.06
0.6,0.589175174,0.9493334,1.804,3.99,0.14
0.1,0.593959869,0.9493334,1.981,3.96,0.17
0.1,0.582973253,0.9493334,4.734,3.93,0.16
0.5,0.572943757,0.6146666,-7.052,3.88,0.08
0.6,0.568655532,0.6146666,8.582,3.86,0
0.5,0.570042882,0.6146666,3.099,3.82,-0.04
0.8,0.562720423,0.5886667,1.193,3.78,0.08
1.5,0.563096849,0.5886667,5.004,3.75,0.26
2,0.566354221,0.5886667,3.618,3.75,0.24
2.2,0.57120217,0.9973333,5.031,3.73,0.19
2.5,0.568413256,0.9973333,6.058,3.7,0.35
2.6,0.560838264,0.9973333,3.978,3.68,0.59
2,0.555628567,1.557667,6.582,3.64,0.67
2.4,0.554192738,1.557667,10.895,3.6,0.44
2.3,0.594628049,1.557667,3.013,3.56,0.47
